"","killer_position_x","killer_position_y","victim_position_x","victim_position_y","killed_by","time","GunType","killerelevation","victimelevation","killdistance"
"6783802",363777.9,393960,363397.5,394516.8,"AKM",240,"Rifle","Normal","Normal",674.337007734267
"35439613",253528,207633.6,247327.5,206321.9,"M16A4",1446,"Rifle","Normal","Normal",6337.72491829679
"15928337",355958.1,404082.3,354753.2,404434.2,"AKM",1278,"Rifle","Normal","Normal",1255.23608138068
"34097522",684159,388567.5,690056.3,376156.6,"M16A4",1589,"Rifle","Normal","Normal",13740.7636650952
"771399",465692.1,641532.4,466091.8,641476.9,"S1897",168,"Shotgun","Elevated","Elevated",403.534806429395
"10287398",314088.5,237521.1,315055.7,236522.2,"AKM",1595,"Rifle","Normal","Normal",1390.4233348157
"10162206",509970.3,498534.1,509992.9,498623.1,"Micro UZI",97,"Sub Machine Gun","Normal","Normal",91.8246154361758
"20596175",547313.4,423850.5,551149.3,424860.3,"M416",739,"Rifle","Normal","Normal",3966.58856575775
"12957235",431642.6,445340.3,431833.8,445348.3,"S686",233,"Shotgun","Normal","Normal",191.367290831021
"35031263",399270.8,298722.1,393616.9,300891.8,"M416",778,"Rifle","Normal","Normal",6055.92134195943
"2573489",555601.4,133775,555671.9,134073.2,"Mini 14",89,"Rifle","Normal","Normal",306.420446445741
"7842972",453741.9,482068.9,436379.9,466830.7,"M16A4",1291,"Rifle","Normal","Normal",23100.687938674
"29600243",490691.5,207900.3,512709.5,227801.5,"M416",1394,"Rifle","Normal","Normal",29679.1186769419
"34115825",210680.5,274510.9,209667.5,275040.8,"Vector",169,"Sub Machine Gun","Normal","Normal",1143.22482915652
"14162627",628426.9,348434.3,628457.9,354806.3,"M416",1068,"Rifle","Normal","Normal",6372.07540758896
"5825303",191710.7,357914.1,191360.3,358299.8,"UMP9",643,"Sub Machine Gun","Normal","Normal",521.099462674858
"12005462",418496.8,327076.5,418496.8,327076.5,"Grenade",439,"Explosives","Normal","Normal",0
"25068446",534084.1,233278.2,533539.6,233701.6,"SKS",159,"Sniper","Normal","Normal",689.744742640344
"38570400",143287,336018.4,142926.6,334907.5,"Grenade",1130,"Explosives","Normal","Normal",1167.89852727026
"16081592",325847.7,381940.3,326216.9,381633.2,"UMP9",828,"Sub Machine Gun","Normal","Normal",480.228122874946
"20005282",502014,654269.9,502750.8,654088.6,"Vector",1200,"Sub Machine Gun","Elevated","Elevated",758.777918761478
"26366482",225890.4,324599.1,225431.5,326112.5,"M416",1268,"Rifle","Normal","Normal",1581.44515238438
"25178639",305778.5,132721.4,299974.1,126818.3,"Uaz",1491,"Vehicles","Normal","Normal",8278.74682364427
"2744947",326599.4,526559.1,326839.4,527120.6,"M416",1742,"Rifle","Normal","Normal",610.640851892502
"10415334",296373.2,261709,279888.1,264984.3,"Mini 14",1040,"Rifle","Normal","Normal",16807.3231687857
"24265548",447029.9,343380.7,446663.6,342043.3,"SCAR-L",851,"Rifle","Normal","Normal",1386.65585132004
"35608025",362275.2,392430.1,364948.6,394531.6,"M16A4",311,"Rifle","Normal","Normal",3400.49552418465
"18569957",564125.2,351350.3,567904.9,351124.2,"Tommy Gun",283,"Sub Machine Gun","Normal","Normal",3786.45656253977
"15468774",462707.2,352442.5,465159.3,354611.6,"M416",1764,"Rifle","Normal","Normal",3273.80347913551
"36247863",437574.8,639708.3,438049.9,638529.2,"SCAR-L",124,"Rifle","Normal","Normal",1271.21863579805
"28272042",377291.9,494929.6,377308.1,496848.9,"M249",1542,"Machine Gun","Normal","Normal",1919.36836745847
"1927546",553898.4,524362.4,550867.7,539298.9,"Uaz",1323,"Vehicles","Normal","Normal",15240.8718497335
"12413274",393710.8,283757.6,393262.8,287779.5,"Kar98k",233,"Sniper","Normal","Normal",4046.77446987106
"11641849",418866.7,329497.7,418566,329619.7,"Micro UZI",332,"Sub Machine Gun","Normal","Normal",324.506533062136
"34203278",512774.6,502996.6,512633.9,501896.5,"S1897",409,"Shotgun","Normal","Normal",1109.06108939045
"32110819",522292.9,474061.6,523034.3,472016.9,"AKM",398,"Rifle","Normal","Normal",2174.96483879619
"12132405",318254.6,419772.8,320483.9,414349,"Mini 14",1335,"Rifle","Normal","Normal",5864.07579504222
"29577862",171013.2,620731.6,170987.2,620806.8,"AKM",216,"Rifle","Normal","Normal",79.5678326964516
"36791958",423902.1,328029.2,423770.9,327792.8,"P1911",143,"Pistol","Normal","Normal",270.367157768836
"10694916",390815,350884.8,391029.2,351035.6,"S12K",1318,"Shotgun","Normal","Normal",261.958546338923
"1610179",627907.8,615557.1,627726.4,614447.6,"M416",167,"Rifle","Elevated","Elevated",1124.23138632579
"24642448",418209.9,477151.3,417523.8,479979.2,"M416",237,"Rifle","Normal","Normal",2909.94014027783
"27068028",348863.1,513603.9,346622.6,510334.6,"M16A4",998,"Rifle","Normal","Normal",3963.35246224712
"18553641",390714.8,509829.2,386530.1,497348.9,"M16A4",1585,"Rifle","Normal","Normal",13163.1911852711
"35215220",704306.4,330486.3,704740.8,330091.3,"M416",566,"Rifle","Normal","Normal",587.135725365115
"24435162",481194.9,287348,475018.6,292508.4,"M416",863,"Rifle","Normal","Normal",8048.37933064793
"2745667",344250.5,145912,338298.9,142935.2,"M16A4",1867,"Rifle","Normal","Normal",6654.5383611487
"26846492",538900.2,413104.6,539974,411151.1,"SCAR-L",1867,"Rifle","Normal","Normal",2229.17219837322
"15886102",151997.5,284877.1,152171.5,285334.6,"AKM",491,"Rifle","Normal","Normal",489.471398551539
"35311611",456602.3,627752.4,456927.5,627137.5,"M16A4",298,"Rifle","Normal","Normal",695.598339561011
"15412333",598849.6,623891.1,598572.8,623839.7,"S12K",295,"Shotgun","Elevated","Elevated",281.531880965484
"19085656",154900.9,595819.7,153023.7,594340.3,"Micro UZI",197,"Sub Machine Gun","Normal","Normal",2390.08455917352
"268578",168902,277847.4,169269.5,277137.7,"AKM",221,"Rifle","Normal","Normal",799.206068545539
"5512915",446660.4,631707.2,446331.3,631682.4,"M416",145,"Rifle","Normal","Normal",330.033104400179
"15646345",217371.3,392082.1,217935.3,391554.2,"M16A4",287,"Rifle","Normal","Normal",772.511753955863
"24717346",169267.7,634041.8,169267.7,634041.8,"Grenade",167,"Explosives","Normal","Normal",0
"9685777",354917.5,414984.2,355171.4,414615.9,"Micro UZI",273,"Sub Machine Gun","Normal","Normal",447.33667410576
"13889796",277280.5,457977.8,277873.7,458551.4,"M416",1746,"Rifle","Normal","Normal",825.168588835066
"10963578",618051.4,307440.1,621413.8,313477.7,"M416",1297,"Rifle","Normal","Normal",6910.74145949627
"16014639",279606.3,558884.4,279070.2,558719.1,"Micro UZI",229,"Sub Machine Gun","Normal","Normal",561.005614945154
"8096405",589252.6,452420,588669.1,452055.9,"Grenade",1350,"Explosives","Normal","Normal",687.779804879427
"28759995",446442.6,629377.8,446323.2,629494.3,"SCAR-L",214,"Rifle","Normal","Normal",166.81909363137
"11044527",367158.3,328357,373414.6,315799.1,"M16A4",840,"Rifle","Normal","Normal",14030.0442657891
"3763882",438226,422539.2,438166.9,423610.5,"P1911",369,"Pistol","Normal","Normal",1072.92893520492
"12522542",672235.3,258364.9,663697.5,271666.7,"M416",1733,"Rifle","Normal","Normal",15806.0720003422
"30661169",435071.6,452197,434625.4,452320.3,"UMP9",606,"Sub Machine Gun","Normal","Normal",462.922596121593
"794448",416490.2,345126.2,403024.8,324422.7,"M416",1409,"Rifle","Normal","Normal",24697.2044857308
"22115078",295019,444861.2,293851.7,446284.8,"AKM",1131,"Rifle","Normal","Normal",1840.98513030386
"32598882",207617.2,441191.7,208407.7,443365.3,"M416",1827,"Rifle","Normal","Normal",2312.88287857382
"31975533",429355.7,388681.3,429127.2,387861.9,"UMP9",968,"Sub Machine Gun","Normal","Normal",850.663629174272
"35466006",546266.6,254622.6,546611.6,254518.5,"Micro UZI",368,"Sub Machine Gun","Normal","Normal",360.363441542009
"39251822",624151.1,302599.8,624074.6,302527.8,"S686",227,"Shotgun","Normal","Normal",105.053557769359
"11579891",323725.7,388425.2,328140.5,394956.5,"Grenade",1228,"Explosives","Normal","Normal",7883.42176532499
"28012342",217413.9,281479.3,215763.5,281307.9,"M416",263,"Rifle","Normal","Normal",1659.27638445196
"33610761",365272.6,396804.9,365413.8,396757.5,"UMP9",191,"Sub Machine Gun","Normal","Normal",148.943613491836
"9622793",212228.5,290549,215643.9,293588.1,"AKM",632,"Rifle","Normal","Normal",4571.77055089162
"34086332",425411.5,327113.6,425552.6,324552.3,"Micro UZI",158,"Sub Machine Gun","Normal","Normal",2565.18359966688
"35692829",521132.7,171920.5,521548.8,171516,"M16A4",1876,"Rifle","Normal","Normal",580.309796574192
"16460454",723624.9,450816.7,724841.9,447063.5,"SCAR-L",307,"Rifle","Normal","Normal",3945.57970899082
"30288597",391436.7,350309.8,391703.1,350132.7,"S12K",132,"Shotgun","Normal","Normal",319.89587368388
"23111873",447311.2,621055.9,447069.2,620849.2,"AKM",321,"Rifle","Normal","Normal",318.259155406453
"9249887",610358.8,589240.6,609071.9,588785.9,"SCAR-L",491,"Rifle","Normal","Normal",1364.86764926128
"23707485",549313.4,596670.3,551977.4,596256.9,"M416",1001,"Rifle","Normal","Normal",2695.88493077876
"20256853",354971.5,414878.5,355196.3,414637.3,"SKS",426,"Sniper","Normal","Normal",329.715756372061
"34319994",212370.2,278194.7,200987.7,279532.1,"M416",239,"Rifle","Normal","Normal",11460.8003651577
"22859239",547038.8,512876.4,545377.9,513144.5,"AKM",809,"Rifle","Normal","Normal",1682.39900737015
"38837995",548792.1,364728.9,548003.8,369545.8,"SCAR-L",689,"Rifle","Normal","Normal",4880.97761724017
"8556978",395503.6,455468.3,414830.7,456195.3,"M416",1408,"Rifle","Normal","Normal",19340.7684286329
"38407777",421420.6,325158.7,421103.8,325285.8,"S12K",133,"Shotgun","Normal","Normal",341.345352978456
"31733331",550323.4,520627.7,549807.2,519227.9,"M416",961,"Rifle","Normal","Normal",1491.94587033178
"30126726",414932.8,287664.4,415476.8,287544.8,"P92",283,"Pistol","Normal","Normal",556.992064575438
"585040",626812.4,477444.1,626764.1,477508.3,"Punch",114,"Melee","Normal","Normal",80.3400896191061
"37854152",517696,418181.6,509413.9,429882.9,"SCAR-L",1242,"Rifle","Normal","Normal",14335.7456066994
"12601632",571502.4,420063.2,543692.8,417018,"Mini 14",897,"Rifle","Normal","Normal",27975.830554248
"29958478",213336.5,363011.3,213023.2,362863.8,"M16A4",277,"Rifle","Normal","Normal",346.284767207558
"39526981",422451.3,324616.1,422598.7,325362.5,"S1897",145,"Shotgun","Normal","Normal",760.815168092778
"39459335",282775.7,566275.6,281827.7,565231.3,"UMP9",480,"Sub Machine Gun","Normal","Normal",1410.41358827822
"30116501",126245.5,129060.1,124038,124341,"S686",156,"Shotgun","Normal","Normal",5209.89069559046
"37245908",385279.3,441696.4,378597.2,429305.2,"Kar98k",609,"Sniper","Normal","Normal",14078.0786277816
"19683490",353338.5,571082.8,338239.7,549717.4,"Mini 14",1029,"Rifle","Normal","Normal",26162.0732855789
"16441625",356379.3,411934.6,354429.5,407756,"M16A4",465,"Rifle","Normal","Normal",4611.11895313922
"28616137",304188.1,541806,300239.8,538981.2,"AKM",534,"Rifle","Normal","Normal",4854.74694809113
"1591781",685044.9,462650.7,684627.1,464907.3,"Grenade",284,"Explosives","Normal","Normal",2294.95106701645
"22199014",400898.3,352494.1,400843.8,352825.4,"S1897",401,"Shotgun","Normal","Normal",335.752795967555
"22298636",347396.4,443241.9,347321.6,442765.3,"SCAR-L",1307,"Rifle","Normal","Normal",482.434036941881
"38653616",383957.3,570089.2,384076,570279.9,"M16A4",192,"Rifle","Normal","Normal",224.624531162626
"25956423",315108,406332.8,314352.8,406648.3,"M16A4",1754,"Rifle","Normal","Normal",818.454207637799
"16803102",423662.8,324620.1,423642.7,325027.9,"P1911",99,"Pistol","Normal","Normal",408.295052627432
"4574343",460890.3,176404.6,456549.2,185209.9,"SCAR-L",1744,"Rifle","Normal","Normal",9817.25304247576
"9229794",713888.4,354373.9,709602.7,353472.8,"SCAR-L",1688,"Rifle","Normal","Normal",4379.40700323693
"14294877",446120.8,346437.8,446743.9,344515.4,"SCAR-L",882,"Rifle","Normal","Normal",2020.86005700541
"23610045",432580.1,635281,432289.4,635555.8,"S12K",131,"Shotgun","Normal","Normal",400.026911594706
"8948655",375737.9,117795,376241.1,118228.3,"Grenade",483,"Explosives","Normal","Normal",664.047535949013
"32776537",665601.5,312186.9,665705.6,312264.4,"M416",1044,"Rifle","Normal","Normal",129.780815223188
"6336300",122650.4,119917.7,121611.4,125459.7,"Kar98k",259,"Sniper","Normal","Normal",5638.55344924565
"25143697",214218.1,276075.5,214022,275942.5,"S1897",106,"Shotgun","Normal","Normal",236.947694650111
"15950829",383217.1,492282.8,392776.7,487750.8,"M416",851,"Rifle","Normal","Normal",10579.4601072078
"14946522",451663.9,629492.1,450929.9,629343.4,"UMP9",487,"Sub Machine Gun","Normal","Normal",748.911002723278
"37590776",441673.3,363596,447131.8,346011.8,"SCAR-L",1034,"Rifle","Normal","Normal",18411.9339530099
"13364707",444189.5,451311.2,444571.3,454923.2,"Mini 14",425,"Rifle","Normal","Normal",3632.122690659
"19630172",493463.8,621413.4,487493.8,614396.3,"Kar98k",1862,"Sniper","Elevated","Elevated",9213.06639561442
"12332448",445665.9,626621.3,445941.9,627048.8,"M16A4",513,"Rifle","Normal","Normal",508.853859177662
"28187396",451449.4,629800.2,451730.2,629806.7,"M416",299,"Rifle","Normal","Normal",280.875221406221
"16457606",684829,462537.6,684968.1,462638.2,"UMP9",400,"Sub Machine Gun","Normal","Normal",171.665867312056
"29539005",469962.4,431121.7,473996.5,437370.9,"AKM",311,"Rifle","Normal","Normal",7438.17608355704
"9613748",359757.7,293330.4,359863.2,293597.1,"M416",977,"Rifle","Normal","Normal",286.808542411092
"26003701",215466.8,274301.9,215274.3,275693.6,"S1897",168,"Shotgun","Normal","Normal",1404.95022687634
"37156862",623396.7,388059.5,614605.3,377928.9,"SKS",978,"Sniper","Normal","Normal",13413.342995689
"3810597",570600.4,248254.2,572413.6,248727.1,"UMP9",121,"Sub Machine Gun","Normal","Normal",1873.85395642238
"30767991",310109,231351.9,311842.1,229463.6,"M16A4",1580,"Rifle","Normal","Normal",2563.06701043884
"9209263",357683.3,394783,360187.2,394560.2,"UMP9",196,"Sub Machine Gun","Normal","Normal",2513.79296084624
"19998132",512964.5,591454.1,513818.3,577352.1,"SCAR-L",1806,"Rifle","Normal","Normal",14127.8228485496
"31077412",342364.4,690913.8,342988.4,690868.1,"Micro UZI",259,"Sub Machine Gun","Normal","Normal",625.671231558561
"20058813",495247.3,403773.9,495886.5,403691.4,"AKM",1325,"Rifle","Normal","Normal",644.502048096059
"19191622",381733.3,477536.4,381498.4,477694.5,"Micro UZI",99,"Sub Machine Gun","Normal","Normal",283.149465830286
"22106597",697788.4,345187.1,697825.8,344986.4,"UMP9",83,"Sub Machine Gun","Normal","Normal",204.154965651054
"9799987",266918.5,207895.3,268367.4,195695.6,"M16A4",1528,"Rifle","Normal","Normal",12285.4381810337
"3552288",331594.1,168874.5,324891.5,162842.2,"M416",1709,"Rifle","Normal","Normal",9017.39929525135
"32071474",499151.9,618087.2,494693.1,616978.8,"SKS",1639,"Sniper","Elevated","Elevated",4594.50193165703
"37410419",440661.2,256613.4,436592.9,245285.7,"SKS",1434,"Sniper","Normal","Normal",12036.1061884648
"34726659",469473.6,313850.2,469415.9,314747,"M416",1402,"Rifle","Normal","Normal",898.654288366763
"28019346",344648.1,320676.1,343639.2,320814.4,"Micro UZI",198,"Sub Machine Gun","Normal","Normal",1018.33496453767
"33013777",128469.2,188028.9,123416.1,195459.2,"Kar98k",1509,"Sniper","Normal","Normal",8985.72076686117
"12074807",213689.1,366822.9,214241,369413.3,"Mini 14",1135,"Rifle","Normal","Normal",2648.54030930243
"31867772",509021.7,97246.09,508663,97735.82,"Hit by Car",1306,"Vehicles","Normal","Normal",607.042966271761
"27997480",345991.9,466680.2,345908.8,466684.2,"Hit by Car",213,"Vehicles","Normal","Normal",83.1962138561954
"375047",633656.4,435723.8,632934.4,440757.1,"Mini 14",1259,"Rifle","Normal","Normal",5084.81984833287
"5574158",466437.9,460689.8,464010.9,479404.6,"M416",1070,"Rifle","Normal","Normal",18871.5147256387
"18563062",429075.2,637553.1,428906.1,638296.8,"M16A4",150,"Rifle","Normal","Normal",762.682437191336
"23287785",425484.1,326917.3,425444.9,326916.3,"M16A4",125,"Rifle","Normal","Normal",39.2127530275081
"4139224",217263.9,283976.4,216707.6,282948.7,"M416",315,"Rifle","Normal","Normal",1168.60471503413
"3456133",609871.7,376258.4,610698.1,376343.8,"SCAR-L",759,"Rifle","Normal","Normal",830.800890707294
"24903294",158678.7,411973.1,163061.6,416433.1,"M416",127,"Rifle","Normal","Normal",6253.11221792796
"15639259",551033,363381.4,551047.3,363302.2,"Punch",132,"Melee","Normal","Normal",80.4806187849173
"4144599",405638,248106.1,404903.1,242820.5,"Grenade",867,"Explosives","Normal","Normal",5336.44501236545
"22680959",223208.6,459947.8,223914,460624.6,"SCAR-L",1917,"Rifle","Elevated","Elevated",977.572196822299
"20189671",617873.2,259443.5,629551.6,261619.7,"SKS",1420,"Sniper","Normal","Normal",11879.430668176
"17816321",541434.3,464311.8,541539.3,464678.1,"SCAR-L",212,"Rifle","Normal","Normal",381.052083054261
"35073610",525733.4,481156.1,526575.4,484948.1,"M16A4",1539,"Rifle","Normal","Normal",3884.35683221817
"9472099",402604.4,346526.9,395875.9,342094.1,"M16A4",993,"Rifle","Normal","Normal",8057.44550648656
"10800972",150590.6,318585.2,152000.5,318842.6,"M16A4",101,"Rifle","Normal","Normal",1433.20367359282
"29280380",179089.1,415824.2,205533.9,396160,"SCAR-L",1397,"Rifle","Normal","Normal",32954.6386519409
"28761407",557350.6,395944.1,573021.9,409080.8,"UMP9",1232,"Sub Machine Gun","Normal","Normal",20449.0227292162
"24226687",597214.3,398161.2,597214.3,398161.2,"Dacia",689,"Vehicles","Normal","Normal",0
"32079990",408392.4,308256.5,415065,297293.9,"M416",769,"Rifle","Normal","Normal",12833.6350859762
"33020561",402020.4,294329.7,402025.2,293304.7,"UMP9",1105,"Sub Machine Gun","Normal","Normal",1025.01123896277
"2419850",453071.2,640622.9,452980.7,641209.7,"AKM",621,"Rifle","Normal","Normal",593.737728294167
"34338032",617273.8,620132.1,617151.8,620053.6,"UMP9",126,"Sub Machine Gun","Elevated","Elevated",145.073257356413
"37648631",336570.2,170826.8,336009.9,169920.9,"Tommy Gun",161,"Sub Machine Gun","Normal","Normal",1065.17177018544
"10986932",571181.8,264080.1,573728.2,259117.4,"Grenade",776,"Explosives","Normal","Normal",5577.86197839274
"8204132",375599.7,240080.7,373403.5,243875.3,"Mini 14",1082,"Rifle","Normal","Normal",4384.32247901542
"26284026",162731.8,608371.1,165255.9,615898.6,"Kar98k",295,"Sniper","Normal","Normal",7939.41667000794
"34690380",642269.6,448135.4,646058.4,448882.5,"AKM",972,"Rifle","Normal","Normal",3861.75657570494
"543289",121088.7,133977.9,121088.7,133977.9,"Grenade",414,"Explosives","Normal","Normal",0
"9439911",330213.8,334689.9,323903.4,336033.1,"M24",1747,"Sniper","Normal","Normal",6451.76986570347
"33691342",341706.7,315010.9,329145.2,315951.1,"SKS",1564,"Sniper","Normal","Normal",12596.6367848724
"23449380",545551.7,450495.5,545522,450663.8,"S12K",88,"Shotgun","Normal","Normal",170.900497366138
"13919504",169922.9,615643,169979.4,615532.8,"M416",991,"Rifle","Normal","Normal",123.839775516551
"30980066",337841.1,167328.4,337015.8,167425.3,"S686",156,"Shotgun","Normal","Normal",830.969133000727
"9850720",303767.9,502938.4,307867.9,509338.8,"Kar98k",1727,"Sniper","Normal","Normal",7600.99468227676
"29540753",428141.6,643576.4,431404.8,640983,"Mini 14",158,"Rifle","Normal","Normal",4168.2367735051
"22381033",318419.6,293449.9,323921.4,289949.2,"Mini 14",1138,"Rifle","Normal","Normal",6521.09681955425
